"Occupation Title","SOC Code","Employment 2016 (thousands)","Employment 2026 (thousands)","Employment change, 2016-2026 (thousands)","Employment change, 2016-2026 (percent)","Occupational openings, 2016-2026 annual average (thousands)","2017 median annual wage","Typical entry-level education","Education Code","Work experience in a related occupation","Workex Code","Typical on-the-job training","trCode"
"Manicurists and pedicurists    * Fingernail Sculptor* Nail Technician* Pedicurist","=""39-5092""","126.3","143.0","16.7","13.2","16.6","23,230","Postsecondary nondegree award","5","None","4","None","6"
"Manufactured building and mobile home installers    * Housetrailer Servicer* Mobile Home Mechanic* Mobile Home Servicer* Mobile Home Technician* Modular Home Crew Member","=""49-9095""","4.3","4.0","-0.4","-8.9","0.3","30,960","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Marine engineers and naval architects    * Marine Architect* Marine Equipment Engineer* Marine Structural Designer* Naval Engineer* Ships Equipment Engineer","=""17-2121""","8.2","9.2","1.0","11.5","0.6","90,970","Bachelor's degree","3","None","4","None","6"
"Market research analysts and marketing specialists    * Market Research Analyst* Market Research Specialist* Marketing Analyst* Marketing Consultant* Marketing Forecaster* Marketing Specialist","=""13-1161""","595.4","733.7","138.3","23.2","77.1","63,230","Bachelor's degree","3","None","4","None","6"
"Marketing managers    * Internet Marketing Manager* Marketing Administrator* Marketing Director* VP Marketing","=""11-2021""","218.3","240.4","22.1","10.1","21.3","132,230","Bachelor's degree","3","5 years or more","1","None","6"
"Marriage and family therapists    * Child and Family Counselor* Couples Therapist* Family Counselor* Family Therapist* Marriage Counselor* Marriage Therapist* Relationship Counselor","=""21-1013""","41.5","51.2","9.7","23.4","5.7","48,790","Master's degree","2","None","4","Internship/residency","1"
"Massage therapists    * Deep Tissue Massage Therapist* Licensed Massage Practitioner* Licensed Massage Therapist* Massage Therapist* Masseur* Masseuse* Massotherapist* Rolfer* Swedish Masseuse","=""31-9011""","160.3","202.4","42.1","26.3","22.6","39,990","Postsecondary nondegree award","5","None","4","None","6"
"Material moving workers, all other    * Freight Elevator Operator","=""53-7199""","24.4","26.7","2.3","9.3","3.2","29,610","No formal educational credential","8","None","4","Short-term on-the-job training","5"
"Materials engineers    * Automotive Sheet Metal Engineer* Ceramic Engineer* Forensic Materials Engineer* Glass Science Engineer* Metallographer* Metallurgical Engineer* Metallurgist* Welding Engineer","=""17-2131""","27.0","27.5","0.4","1.6","1.9","94,610","Bachelor's degree","3","None","4","None","6"
"Materials scientists    * Materials Scientist* Metal Alloy Scientist* Plastics Scientist","=""19-2032""","7.9","8.5","0.6","7.1","0.8","99,530","Bachelor's degree","3","None","4","None","6"
"Mathematical science occupations, all other    * Harmonic Analyst","=""15-2099""","2.2","2.4","0.2","11.0","0.2","N/A","Bachelor's degree","3","None","4","None","6"
"Mathematical science teachers, postsecondary    * Actuarial Science Professor* Biostatistics Professor* Calculus Professor* Geometry Professor* Mathematics Professor* Statistical Methods Professor* Statistics Professor* Topology Professor","=""25-1022""","60.9","66.6","5.6","9.2","5.3","70,910","Doctoral or professional degree","1","None","4","None","6"
"Mathematical technicians    * Mathematical Engineering Technician* Mathematics Technician","=""15-2091""","0.6","0.6","0.0","7.8","0.0","N/A","Bachelor's degree","3","None","4","None","6"
"Mathematicians    * Algebraist* Cipher Expert* Cryptanalyst* Cryptographer* Cryptographic Vulnerability Analyst* Geometrician* Mathematician","=""15-2021""","3.1","4.0","0.9","29.7","0.3","103,010","Master's degree","2","None","4","None","6"
"Meat, poultry, and fish cutters and trimmers    * Crab Picker* Deboner* Fish Cutter* Fish Filleter* Frozen Meat Cutter* Meat Trimmer* Oyster Shucker* Poultry Cutter* Poultry Eviscerator* Shrimp Peeler* Shrimp Picker* Wing Scorer","=""51-3022""","156.4","157.8","1.4","0.9","19.2","25,250","No formal educational credential","8","None","4","Short-term on-the-job training","5"
"Mechanical door repairers    * Automatic Door Mechanic* Door Closer Mechanic* Garage Door Technician* Mechanical Door Repairer* Overhead Door Technician","=""49-9011""","20.4","22.5","2.1","10.2","1.8","39,510","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Mechanical drafters    * Aeronautical Drafter* Automotive Design Drafter* Die Designer* Gage Designer* Mechanical Design Drafter* Mechanical Drafter* Tool Designer* Tool and Die Designer","=""17-3013""","64.8","68.2","3.4","5.2","5.9","55,130","Associate's degree","4","None","4","None","6"
"Mechanical engineering technicians    * Gyroscopic Engineering Technician* Heat Transfer Technician* Hydraulic Technician* Mechanical Engineering Technician* Optomechanical Technician","=""17-3027""","46.1","48.4","2.3","5.0","4.2","55,360","Associate's degree","4","None","4","None","6"
"Mechanical engineers    * Auto Research Engineer* Combustion Engineer* Engine Designer* Heating and Cooling Systems Engineer* Mechanical Engineer* Tool Engineer* Tool and Die Engineer","=""17-2141""","288.8","314.1","25.3","8.8","21.2","85,880","Bachelor's degree","3","None","4","None","6"
"Media and communication equipment workers, all other    * Dimmer Board Operator* Satellite Communications Operator* Spotlight Operator","=""27-4099""","20.6","22.2","1.6","7.9","2.1","79,500","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Media and communication workers, all other    * Stage Technician","=""27-3099""","32.9","36.2","3.3","9.9","3.4","47,900","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Medical and clinical laboratory technicians    * Blood Bank Laboratory Technician* Hematology Technician* Hemodialysis Technician* Histologic Aide* Histologic Technician* Histology Technician* Histotechnician* Neurology Technician* Pathology Technician* Serology Technician","=""29-2012""","164.2","187.2","22.9","14.0","12.9","N/A","Associate's degree","4","None","4","None","6"
"Medical and clinical laboratory technologists    * Biochemistry Technologist* Blood Bank Laboratory Technologist* Chief Medical Technologist* Clinical Laboratory Technologist* Cytogenetic Technologist* Cytologist* Cytotechnologist* Histologist Technologist* Histotechnologist* Immunohematologist* Pathology Laboratory Technologist* Tissue Technologist","=""29-2011""","171.4","191.2","19.8","11.5","12.9","N/A","Bachelor's degree","3","None","4","None","6"
"Medical and health services managers    * Clinic Director* Clinical Services Director* Emergency Medical Service Coordinator* Health Care Manager* Health Services Administrator* Health Services Director* Healthcare Administrator* Healthcare Manager* Hospice Director* Hospice Plan Administrator* Hospital Administrator* Hospital Director* Medical Director* Medical Records Administrator* Medical and Health Information Manager* Mental Health Program Manager* Nursing Home Manager* Nursing Service Director* Occupational Therapy Director* Public Health Administrator* Respiratory Therapy Director* Speech and Hearing Therapy Director* Wellness Director* Wellness Manager","=""11-9111""","352.2","424.3","72.1","20.5","36.7","98,350","Bachelor's degree","3","Less than 5 years","2","None","6"
"Medical appliance technicians    * Arch-Support Maker* Brace Maker* Hearing Aid Repair Technician* Orthopaedic Technician* Orthopaedic Technologist* Orthotic Fabricator Technician* Orthotic Finish Grinding Technician* Orthotics Fitter* Orthotics Technician* Prosthetics Fabrication Technician* Prosthetics Lab Technician* Prosthetics Technician* Surgical Appliance Fitter","=""51-9082""","15.0","17.0","2.0","13.6","2.0","37,190","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Medical assistants    * Autopsy Assistant* Certified Medical Assistant* Chiropractic Assistant* Clinical Medical Assistant* Morgue Attendant* Ocular Care Aide* Optometric Aide* Optometrist Assistant* Optometry Assistant* Orthopedic Cast Specialist* Podiatric Aide","=""31-9092""","634.4","818.4","183.9","29.0","94.9","32,480","Postsecondary nondegree award","5","None","4","None","6"
"Medical equipment preparers    * Central Sterile Supply Technician* Certified Registered Central Service Technician* Health Equipment Servicer* Medical Equipment Preparer* Medical Supply Technician* Oxygen Equipment Preparer* Sterile Preparation Technician* Sterile Processing Technician* Sterile Processing and Distribution Technician* Sterilization Specialist* Sterilization Technician","=""31-9093""","54.2","60.2","6.0","11.1","7.6","35,370","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Medical equipment repairers    * BMET* Biomedical Electronics Technician* Biomedical Equipment Technician* Certified Biomedical Equipment Technician* Dental Equipment Mechanic* Dental Equipment Repairer* Durable Medical Equipment Repairer* Electromedical Equipment Technician* Radiology Equipment Servicer* Surgical Instrument Mechanic","=""49-9062""","47.1","49.1","2.0","4.3","4.3","48,820","Associate's degree","4","None","4","Moderate-term on-the-job training","4"
"Medical records and health information technicians    * Cancer Registrar* Health Information Coder* Health Information Specialist* Health Information Systems Technician* Health Records Technician* Medical Records Specialist","=""29-2071""","206.3","234.1","27.8","13.5","15.8","39,180","Postsecondary nondegree award","5","None","4","None","6"
"Medical scientists, except epidemiologists    * Cancer Researcher* Clinical Pharmacologist* Clinical Research Scientist* Gerontologist* Histologist* Histopathologist* Immunochemist* Industrial Pharmacist* Medical Health Researcher* Medical Research Scientist* Medical Scientist* Neuroscientist* Pharmacologist* Serologist* Toxicologist","=""19-1042""","120.0","136.1","16.1","13.4","12.1","82,090","Doctoral or professional degree","1","None","4","None","6"
"Medical secretaries    * Dental Secretary* Hospital Secretary* Psychiatric Secretary","=""43-6013""","574.2","703.2","129.0","22.5","80.8","34,610","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Medical transcriptionists    * Certified Medical Transcriptionist* Medical Record Transcriber* Medical Stenographer* Medical Transcriber* Medical Transcriptionist* Pathology Transcriptionist* Radiology Transcriptionist* Registered Medical Transcriptionist","=""31-9094""","57.4","55.5","-1.9","-3.4","6.4","35,250","Postsecondary nondegree award","5","None","4","None","6"
"Meeting, convention, and event planners    * Certified Meeting Professional* Conference Organizer* Conference Planner* Conference Planning Manager* Conference Services Director* Conference Services Manager* Convention Planner* Convention Services Manager* Corporate Meeting Planner* Event Planner* Events Manager* Wedding Planner","=""13-1121""","116.7","129.4","12.7","10.9","15.1","48,290","Bachelor's degree","3","None","4","None","6"
"Mental health and substance abuse social workers    * Community Mental Health Social Worker* Drug Abuse Social Worker* Psychiatric Social Worker* Psychotherapist Social Worker","=""21-1023""","123.9","147.9","23.9","19.3","15.9","43,250","Master's degree","2","None","4","Internship/residency","1"
"Mental health counselors    * Clinical Mental Health Counselor* Licensed Clinical Mental Health Counselor* Licensed Clinical Mental Health Counselor (LCMHC)* Licensed Mental Health Counselor* Licensed Mental Health Counselor (LMHC)* Mental Health Counselor","=""21-1014""","157.7","194.2","36.5","23.1","21.6","N/A","Master's degree","2","None","4","Internship/residency","1"
"Merchandise displayers and window trimmers    * Display Artist* Display Decorator* Display Designer* Display Specialist* Mannequin Decorator* Merchandise Displayer* Show Floor Decorator* Visual Merchandiser* Visual Merchandising Specialist* Window Decorator* Window Draper* Window Dresser* Window Trimmer","=""27-1026""","141.4","146.0","4.6","3.2","13.6","27,680","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Metal workers and plastic workers, all other    * Electrical Discharge Machine Setup Operator* Metal Rivet Machine Operator* Tin Recovery Worker","=""51-4199""","23.0","21.4","-1.5","-6.7","2.2","35,820","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Metal-refining furnace operators and tenders    * Electric Arc Furnace Operator* Melt Room Operator* Smelter Operator","=""51-4051""","17.7","16.3","-1.4","-8.1","1.5","41,300","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Meter readers, utilities    * Electric Meter Reader* Gas Meter Reader* Water Meter Reader","=""43-5041""","34.8","33.2","-1.5","-4.4","2.3","39,240","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Microbiologists    * Bacteriologist* Clinical Microbiologist* Medical Microbiologist* Microbiological Analyst* Public Health Microbiologist* Quality Control Microbiologist* Virologist","=""19-1022""","23.2","25.1","1.9","8.2","2.2","69,960","Bachelor's degree","3","None","4","None","6"
"Middle school teachers, except special and career/technical education    * 7th Grade Social Studies Teacher* Junior High School Teacher* Middle School PE Teacher* Middle School Science Teacher","=""25-2022""","630.3","677.7","47.3","7.5","50.5","57,720","Bachelor's degree","3","None","4","None","6"
